# Species	Genes	Alg.-Conn.	chengduensis_protein.faa	ludwigii_protein.faa	oligotrophicus_protein.faa	sichuanensis_protein.faa	soli_protein.faa
5	5	0.977	WP_032638389.1	WP_040016774.1	WP_095452282.1	WP_095452282.1	WP_014069062.1
5	5	0.977	WP_032638599.1	WP_040016808.1	WP_047957918.1	WP_047957918.1	WP_014069191.1
5	5	0.977	WP_032638897.1	WP_040016942.1	WP_155030857.1	WP_155030857.1	WP_014069363.1
5	5	0.977	WP_032639017.1	WP_014169230.1	WP_023334980.1	WP_023334980.1	WP_014069435.1
5	5	0.977	WP_032639263.1	WP_040017053.1	WP_045284487.1	WP_045284487.1	WP_014069581.1
5	5	0.977	WP_032639624.1	WP_013097146.1	WP_008500822.1	WP_008500822.1	WP_014069761.1
5	5	0.977	WP_032639650.1	WP_014169559.1	WP_025755827.1	WP_025755827.1	WP_014069772.1
5	5	0.977	WP_032639739.1	WP_020884458.1	WP_047958292.1	WP_047958292.1	WP_014069824.1
5	5	0.977	WP_032639741.1	WP_014169611.1	WP_008500756.1	WP_008500756.1	WP_014069825.1
5	5	0.977	WP_032639873.1	WP_014169692.1	WP_025757343.1	WP_025757343.1	WP_014069900.1
5	5	0.977	WP_032640014.1	WP_020884329.1	WP_059385806.1	WP_059385806.1	WP_014069979.1
5	5	0.977	WP_032640408.1	WP_040017386.1	WP_155031118.1	WP_155031118.1	WP_014070168.1
5	5	0.977	WP_032640737.1	WP_014170222.1	WP_095440614.1	WP_095440614.1	WP_014070361.1
5	5	0.977	WP_032641027.1	WP_014170445.1	WP_025756557.1	WP_025756557.1	WP_014070537.1
5	5	0.977	WP_032641206.1	WP_020883434.1	WP_025756878.1	WP_025756878.1	WP_014070637.1
5	5	0.977	WP_032641384.1	WP_040017811.1	WP_059385032.1	WP_059385032.1	WP_014070743.1
5	5	0.977	WP_032641420.1	WP_020883341.1	WP_094919083.1	WP_094919083.1	WP_014070769.1
5	5	0.977	WP_032641646.1	WP_014170825.1	WP_014170825.1	WP_014170825.1	WP_014070939.1
5	5	0.977	WP_032641831.1	WP_040018011.1	WP_025756289.1	WP_025756289.1	WP_014071063.1
5	5	0.977	WP_032642008.1	WP_014171026.1	WP_025757162.1	WP_025757162.1	WP_014071135.1
5	5	0.977	WP_032642034.1	WP_040018055.1	WP_059386326.1	WP_059386326.1	WP_014071156.1
5	5	0.977	WP_032642056.1	WP_014171626.1	WP_008502985.1	WP_008502985.1	WP_014071768.1
5	5	0.977	WP_032642096.1	WP_014171649.1	WP_008502964.1	WP_008502964.1	WP_014071795.1
5	5	0.977	WP_032642238.1	WP_020883586.1	WP_008503162.1	WP_008503162.1	WP_014071825.1
5	5	0.977	WP_032642431.1	WP_014171854.1	WP_045284722.1	WP_045284722.1	WP_014071991.1
5	5	0.977	WP_032643111.1	WP_014171404.1	WP_003862700.1	WP_003862700.1	WP_014071558.1
5	5	0.977	WP_032643187.1	WP_014171450.1	WP_045285824.1	WP_045285824.1	WP_014071599.1
5	5	0.977	WP_032643212.1	WP_020883767.1	WP_155031945.1	WP_155031945.1	WP_014071617.1
5	5	0.977	WP_032643217.1	WP_032680358.1	WP_025757791.1	WP_025757791.1	WP_014071625.1
5	5	0.977	WP_032643461.1	WP_040018086.1	WP_088244323.1	WP_088244323.1	WP_014071236.1
5	5	0.977	WP_032643473.1	WP_040018091.1	WP_095441530.1	WP_095441530.1	WP_014071242.1
5	5	0.977	WP_032643490.1	WP_014171090.1	WP_155031527.1	WP_155031527.1	WP_014071251.1
5	5	0.977	WP_032643784.1	WP_020882952.1	WP_045286605.1	WP_045286605.1	WP_041162176.1
5	5	0.977	WP_032643868.1	WP_025205744.1	WP_025759901.1	WP_025759901.1	WP_014068688.1
5	5	0.977	WP_032643978.1	WP_014168516.1	WP_059386286.1	WP_059386286.1	WP_014068792.1
5	5	0.977	WP_032643995.1	WP_040018580.1	WP_025757499.1	WP_025757499.1	WP_014068808.1
5	5	0.977	WP_032644001.1	WP_014168549.1	WP_155030679.1	WP_155030679.1	WP_014068817.1
5	5	0.977	WP_032644017.1	WP_040018590.1	WP_025758037.1	WP_025758037.1	WP_014068840.1
5	5	0.977	WP_032644033.1	WP_020882559.1	WP_047957732.1	WP_047957732.1	WP_014068865.1
5	5	0.977	WP_032644056.1	WP_040018614.1	WP_025758002.1	WP_025758002.1	WP_014068887.1
5	5	0.977	WP_032644107.1	WP_025205376.1	WP_025756795.1	WP_025756795.1	WP_014068941.1
5	5	0.977	WP_032644169.1	WP_014168528.1	WP_045284838.1	WP_045284838.1	WP_014068804.1
5	5	0.977	WP_032644177.1	WP_020882615.1	WP_025756815.1	WP_025756815.1	WP_041162188.1
5	5	0.977	WP_032644183.1	WP_014172177.1	WP_047959709.1	WP_047959709.1	WP_014072322.1
5	5	0.977	WP_032644250.1	WP_020882755.1	WP_010426558.1	WP_010426558.1	WP_014068246.1
5	5	0.977	WP_032644367.1	WP_014830072.1	WP_014830072.1	WP_014830072.1	WP_014068299.1
5	5	0.977	WP_032644494.1	WP_040018430.1	WP_008502773.1	WP_008502773.1	WP_014068446.1
5	5	0.977	WP_032644551.1	WP_025202873.1	WP_155031818.1	WP_155031818.1	WP_014072083.1
5	5	0.977	WP_032644554.1	WP_014171933.1	WP_155031820.1	WP_155031820.1	WP_014072086.1
5	5	0.977	WP_032644590.1	WP_020884559.1	WP_008503066.1	WP_008503066.1	WP_014072139.1
5	5	0.977	WP_032644633.1	WP_025202803.1	WP_059386125.1	WP_059386125.1	WP_014072219.1
5	5	0.977	WP_032644667.1	WP_014168189.1	WP_045286175.1	WP_045286175.1	WP_014068485.1
5	5	0.977	WP_032644699.1	WP_040018682.1	WP_095441868.1	WP_095441868.1	WP_014068502.1
5	5	0.977	WP_032644716.1	WP_032679393.1	WP_021242769.1	WP_021242769.1	WP_014068535.1
5	5	0.977	WP_032644746.1	WP_014168261.1	WP_045285529.1	WP_045285529.1	WP_014068566.1
5	5	0.977	WP_032644785.1	WP_020882879.1	WP_059385449.1	WP_059385449.1	WP_014072264.1
5	5	0.977	WP_032644792.1	WP_020882882.1	WP_025757548.1	WP_025757548.1	WP_014072272.1
5	5	0.977	WP_032644798.1	WP_032669623.1	WP_045285579.1	WP_045285579.1	WP_041162156.1
5	5	0.977	WP_045890213.1	WP_032680115.1	WP_047959656.1	WP_047959656.1	WP_014072199.1
5	5	0.977	WP_045890288.1	WP_020884264.1	WP_008502414.1	WP_008502414.1	WP_014070147.1
5	5	0.977	WP_065365884.1	WP_014169571.1	WP_025758132.1	WP_025758132.1	WP_176408551.1
5	5	0.977	WP_072265588.1	WP_072255737.1	WP_025756948.1	WP_025756948.1	WP_074392761.1
5	5	0.977	WP_077064256.1	WP_025206447.1	WP_155030515.1	WP_155030515.1	WP_014068377.1
5	5	0.977	WP_077064362.1	WP_014167989.1	WP_104556746.1	WP_104556746.1	WP_014068280.1
5	5	0.977	WP_077064390.1	WP_040018475.1	WP_155030598.1	WP_155030598.1	WP_014068650.1
5	5	0.977	WP_077064415.1	WP_040018841.1	WP_155031693.1	WP_155031693.1	WP_014071721.1
5	5	0.977	WP_077064488.1	WP_025206383.1	WP_045285546.1	WP_045285546.1	WP_014068537.1
5	5	0.976	WP_003858012.1	WP_008500827.1	WP_008500827.1	WP_008500827.1	WP_014069756.1
5	5	0.976	WP_006178918.1	WP_006178918.1	WP_006178918.1	WP_006178918.1	WP_014072058.1
5	5	0.976	WP_008499974.1	WP_025204555.1	WP_008499974.1	WP_008499974.1	WP_014069576.1
5	5	0.976	WP_008500313.1	WP_008500313.1	WP_013097740.1	WP_013097740.1	WP_014070862.1
5	5	0.976	WP_008503447.1	WP_020884869.1	WP_023310934.1	WP_023310934.1	WP_014069511.1
5	5	0.976	WP_010426091.1	WP_020884406.1	WP_003857809.1	WP_003857809.1	WP_014069902.1
5	5	0.976	WP_013099097.1	WP_014171973.1	WP_024907902.1	WP_024907902.1	WP_014072125.1
5	5	0.976	WP_014881972.1	WP_032679316.1	WP_008502668.1	WP_008502668.1	WP_014068333.1
5	5	0.976	WP_014883375.1	WP_014169570.1	WP_021240759.1	WP_021240759.1	WP_014069783.1
5	5	0.976	WP_023309687.1	WP_014172197.1	WP_045285714.1	WP_045285714.1	WP_014072348.1
5	5	0.976	WP_023309890.1	WP_032679319.1	WP_023309890.1	WP_023309890.1	WP_014068352.1
5	5	0.976	WP_023310763.1	WP_020884984.1	WP_025756350.1	WP_025756350.1	WP_014069344.1
5	5	0.976	WP_023335991.1	WP_020882361.1	WP_155031309.1	WP_155031309.1	WP_014070555.1
5	5	0.976	WP_024906505.1	WP_020883654.1	WP_025758488.1	WP_025758488.1	WP_014071763.1
5	5	0.976	WP_024907634.1	WP_025203512.1	WP_025757136.1	WP_025757136.1	WP_088201875.1
5	5	0.976	WP_025756263.1	WP_020883194.1	WP_025756263.1	WP_025756263.1	WP_014071031.1
5	5	0.976	WP_032638301.1	WP_040016760.1	WP_047957822.1	WP_047957822.1	WP_014069012.1
5	5	0.976	WP_032638420.1	WP_020885239.1	WP_025756217.1	WP_025756217.1	WP_014069079.1
5	5	0.976	WP_032638513.1	WP_020885200.1	WP_045285231.1	WP_045285231.1	WP_014069139.1
5	5	0.976	WP_032638605.1	WP_020885161.1	WP_045286676.1	WP_045286676.1	WP_014069197.1
5	5	0.976	WP_032638826.1	WP_020885008.1	WP_025756322.1	WP_025756322.1	WP_014069299.1
5	5	0.976	WP_032638923.1	WP_020884962.1	WP_047958040.1	WP_047958040.1	WP_014069384.1
5	5	0.976	WP_032638963.1	WP_032677711.1	WP_047958053.1	WP_047958053.1	WP_014069410.1
5	5	0.976	WP_032638977.1	WP_014169213.1	WP_047958060.1	WP_047958060.1	WP_014069417.1
5	5	0.976	WP_032639161.1	WP_025204592.1	WP_025756070.1	WP_025756070.1	WP_014069517.1
5	5	0.976	WP_032639846.1	WP_020884417.1	WP_047958323.1	WP_047958323.1	WP_014069884.1
5	5	0.976	WP_032639869.1	WP_025204400.1	WP_025757344.1	WP_025757344.1	WP_014069898.1
5	5	0.976	WP_032640159.1	WP_025204200.1	WP_047958587.1	WP_047958587.1	WP_014070292.1
5	5	0.976	WP_032640538.1	WP_014169845.1	WP_003857471.1	WP_003857471.1	WP_014070216.1
5	5	0.976	WP_032640809.1	WP_020884034.1	WP_008501774.1	WP_008501774.1	WP_014070421.1
5	5	0.976	WP_032640838.1	WP_040017599.1	WP_155031259.1	WP_155031259.1	WP_014070441.1
5	5	0.976	WP_032640970.1	WP_040017643.1	WP_155031298.1	WP_155031298.1	WP_014070498.1
5	5	0.976	WP_032641062.1	WP_020882351.1	WP_045286265.1	WP_045286265.1	WP_014070566.1
5	5	0.976	WP_032641077.1	WP_040017712.1	WP_045286260.1	WP_045286260.1	WP_014070576.1
5	5	0.976	WP_032641280.1	WP_014170626.1	WP_025756911.1	WP_025756911.1	WP_014070677.1
5	5	0.976	WP_032641336.1	WP_014170659.1	WP_025756937.1	WP_025756937.1	WP_014070708.1
5	5	0.976	WP_032641425.1	WP_014170728.1	WP_025759462.1	WP_025759462.1	WP_014070848.1
5	5	0.976	WP_032641532.1	WP_014170778.1	WP_025759291.1	WP_025759291.1	WP_014070889.1
5	5	0.976	WP_032641713.1	WP_040017970.1	WP_025759992.1	WP_025759992.1	WP_014070986.1
5	5	0.976	WP_032641728.1	WP_020883216.1	WP_025760014.1	WP_025760014.1	WP_014070995.1
5	5	0.976	WP_032641798.1	WP_040018000.1	WP_047959116.1	WP_047959116.1	WP_014071046.1
5	5	0.976	WP_032641921.1	WP_025203601.1	WP_025757200.1	WP_025757200.1	WP_014071083.1
5	5	0.976	WP_032641965.1	WP_014171004.1	WP_025757180.1	WP_025757180.1	WP_014071112.1
5	5	0.976	WP_032641967.1	WP_025203583.1	WP_059385205.1	WP_059385205.1	WP_014071113.1
5	5	0.976	WP_032641976.1	WP_040018040.1	WP_155031509.1	WP_155031509.1	WP_014071119.1
5	5	0.976	WP_032642022.1	WP_020883117.1	WP_025757151.1	WP_025757151.1	WP_014071146.1
5	5	0.976	WP_032642310.1	WP_014171761.1	WP_045284768.1	WP_045284768.1	WP_014071882.1
5	5	0.976	WP_032642329.1	WP_020883542.1	WP_155031786.1	WP_155031786.1	WP_014071893.1
5	5	0.976	WP_032642450.1	WP_040018725.1	WP_155031798.1	WP_155031798.1	WP_014072001.1
5	5	0.976	WP_032642979.1	WP_040018933.1	WP_094918856.1	WP_094918856.1	WP_014071480.1
5	5	0.976	WP_032643219.1	WP_040018882.1	WP_047959405.1	WP_047959405.1	WP_014071626.1
5	5	0.976	WP_032643590.1	WP_040018123.1	WP_155031554.1	WP_155031554.1	WP_014071317.1
5	5	0.976	WP_032643635.1	WP_014171189.1	WP_045284598.1	WP_045284598.1	WP_014071355.1
5	5	0.976	WP_032643644.1	WP_020883009.1	WP_095441487.1	WP_095441487.1	WP_014071366.1
5	5	0.976	WP_032643648.1	WP_040018160.1	WP_155031569.1	WP_155031569.1	WP_014071371.1
5	5	0.976	WP_032643782.1	WP_025206261.1	WP_155030579.1	WP_155030579.1	WP_014068605.1
5	5	0.976	WP_032643791.1	WP_013095280.1	WP_028015247.1	WP_028015247.1	WP_014068608.1
5	5	0.976	WP_032643857.1	WP_040018486.1	WP_095450375.1	WP_095450375.1	WP_014068675.1
5	5	0.976	WP_032643872.1	WP_040018496.1	WP_155030617.1	WP_155030617.1	WP_014068693.1
5	5	0.976	WP_032643997.1	WP_040018581.1	WP_025757503.1	WP_025757503.1	WP_014068811.1
5	5	0.976	WP_032644089.1	WP_014168659.1	WP_059385843.1	WP_059385843.1	WP_014068929.1
5	5	0.976	WP_032644239.1	WP_032679289.1	WP_045285338.1	WP_045285338.1	WP_014068250.1
5	5	0.976	WP_032644260.1	WP_014172288.1	WP_008500185.1	WP_008500185.1	WP_014072443.1
5	5	0.976	WP_032644272.1	WP_040018319.1	WP_025756959.1	WP_025756959.1	WP_014072437.1
5	5	0.976	WP_032644277.1	WP_014172275.1	WP_008500198.1	WP_008500198.1	WP_003862383.1
5	5	0.976	WP_032644295.1	WP_020883990.1	WP_045285687.1	WP_045285687.1	WP_014072416.1
5	5	0.976	WP_032644381.1	WP_020882704.1	WP_155030497.1	WP_155030497.1	WP_014068322.1
5	5	0.976	WP_032644394.1	WP_014168044.1	WP_025757029.1	WP_025757029.1	WP_014068338.1
5	5	0.976	WP_032644583.1	WP_025202852.1	WP_155031827.1	WP_155031827.1	WP_014072126.1
5	5	0.976	WP_032644613.1	WP_014172068.1	WP_025760141.1	WP_025760141.1	WP_014072195.1
5	5	0.976	WP_032644616.1	WP_020884500.1	WP_008503119.1	WP_008503119.1	WP_014072201.1
5	5	0.976	WP_032644664.1	WP_040018678.1	WP_094919312.1	WP_094919312.1	WP_014068482.1
5	5	0.976	WP_032644689.1	WP_032679132.1	WP_045285563.1	WP_045285563.1	WP_014072156.1
5	5	0.976	WP_032644720.1	WP_020882831.1	WP_059386358.1	WP_059386358.1	WP_014068539.1
5	5	0.976	WP_032644728.1	WP_040018694.1	WP_059386364.1	WP_059386364.1	WP_014068546.1
5	5	0.976	WP_045890553.1	WP_020883214.1	WP_047959089.1	WP_047959089.1	WP_041162256.1
5	5	0.976	WP_045890648.1	WP_014170963.1	WP_095441342.1	WP_095441342.1	WP_014071077.1
5	5	0.976	WP_074166029.1	WP_014168006.1	WP_008500136.1	WP_008500136.1	WP_014068296.1
5	5	0.976	WP_077064109.1	WP_014168904.1	WP_047957901.1	WP_047957901.1	WP_014069158.1
5	5	0.976	WP_077064112.1	WP_014168857.1	WP_047957877.1	WP_047957877.1	WP_014069113.1
5	5	0.976	WP_077064122.1	WP_040017938.1	WP_025759323.1	WP_025759323.1	WP_014070911.1
5	5	0.976	WP_077064394.1	WP_014171021.1	WP_032672455.1	WP_032672455.1	WP_014071129.1
5	5	0.976	WP_077064397.1	WP_020883122.1	WP_045402676.1	WP_045402676.1	WP_014071141.1
5	5	0.976	WP_143349551.1	WP_072126534.1	WP_141237280.1	WP_141237280.1	WP_074392736.1
5	5	0.976	WP_171847218.1	WP_169745949.1	WP_179958056.1	WP_179958056.1	WP_014070896.1
5	5	0.975	WP_003856831.1	WP_020882447.1	WP_003856831.1	WP_003856831.1	WP_014070484.1
5	5	0.975	WP_003859749.1	WP_025203848.1	WP_014832404.1	WP_014832404.1	WP_014070692.1
5	5	0.975	WP_003860184.1	WP_014172166.1	WP_003860184.1	WP_003860184.1	WP_014072310.1
5	5	0.975	WP_003863162.1	WP_003863162.1	WP_008502470.1	WP_008502470.1	WP_014071397.1
5	5	0.975	WP_006177715.1	WP_040018383.1	WP_013094888.1	WP_013094888.1	WP_014068346.1
5	5	0.975	WP_008500705.1	WP_020884438.1	WP_008500705.1	WP_008500705.1	WP_014069855.1
5	5	0.975	WP_008500797.1	WP_014169572.1	WP_025758133.1	WP_025758133.1	WP_014069785.1
5	5	0.975	WP_008501430.1	WP_003856054.1	WP_008501430.1	WP_008501430.1	WP_003856054.1
5	5	0.975	WP_008501443.1	WP_014171819.1	WP_008501443.1	WP_008501443.1	WP_014071955.1
5	5	0.975	WP_008501989.1	WP_008501989.1	WP_025756747.1	WP_025756747.1	WP_014068894.1
5	5	0.975	WP_008502313.1	WP_025204253.1	WP_025757907.1	WP_025757907.1	WP_014070219.1
5	5	0.975	WP_008502796.1	WP_014170435.1	WP_008502796.1	WP_008502796.1	WP_014070524.1
5	5	0.975	WP_008503050.1	WP_020884570.1	WP_008503050.1	WP_008503050.1	WP_014072118.1
5	5	0.975	WP_008503062.1	WP_020884562.1	WP_003861590.1	WP_003861590.1	WP_014072135.1
5	5	0.975	WP_010427884.1	WP_014168755.1	WP_025760181.1	WP_025760181.1	WP_014069013.1
5	5	0.975	WP_013096026.1	WP_013096026.1	WP_013096026.1	WP_013096026.1	WP_014070750.1
5	5	0.975	WP_013096051.1	WP_014170677.1	WP_013096051.1	WP_013096051.1	WP_014070721.1
5	5	0.975	WP_014170737.1	WP_014170737.1	WP_008500320.1	WP_008500320.1	WP_014070856.1
5	5	0.975	WP_014833443.1	WP_014171799.1	WP_059385408.1	WP_059385408.1	WP_014071937.1
5	5	0.975	WP_014884502.1	WP_014170819.1	WP_025758730.1	WP_025758730.1	WP_014070934.1
5	5	0.975	WP_021241580.1	WP_032678623.1	WP_025757139.1	WP_025757139.1	WP_014071157.1
5	5	0.975	WP_023309123.1	WP_014171560.1	WP_047959430.1	WP_047959430.1	WP_014071690.1
5	5	0.975	WP_023309169.1	WP_014171606.1	WP_014171606.1	WP_014171606.1	WP_014071750.1
5	5	0.975	WP_023312264.1	WP_020883374.1	WP_025760368.1	WP_025760368.1	WP_014070722.1
5	5	0.975	WP_023331806.1	WP_014168225.1	WP_025757852.1	WP_025757852.1	WP_014068530.1
5	5	0.975	WP_024906708.1	WP_020882845.1	WP_025757827.1	WP_025757827.1	WP_014068499.1
5	5	0.975	WP_032638475.1	WP_020885214.1	WP_155030772.1	WP_155030772.1	WP_014069117.1
5	5	0.975	WP_032638481.1	WP_014168868.1	WP_059385598.1	WP_059385598.1	WP_014069125.1
5	5	0.975	WP_032638569.1	WP_040016801.1	WP_155030783.1	WP_155030783.1	WP_014069172.1
5	5	0.975	WP_032638589.1	WP_025206538.1	WP_155030786.1	WP_155030786.1	WP_041162005.1
5	5	0.975	WP_032638764.1	WP_040016904.1	WP_047957995.1	WP_047957995.1	WP_014069274.1
5	5	0.975	WP_032638807.1	WP_040016918.1	WP_155030844.1	WP_155030844.1	WP_014069293.1
5	5	0.975	WP_032638817.1	WP_032681429.1	WP_104556687.1	WP_104556687.1	WP_014069298.1
5	5	0.975	WP_032638878.1	WP_040016940.1	WP_155030855.1	WP_155030855.1	WP_014069350.1
5	5	0.975	WP_032638892.1	WP_014169154.1	WP_094919170.1	WP_094919170.1	WP_014069360.1
5	5	0.975	WP_032638945.1	WP_020884954.1	WP_008501111.1	WP_008501111.1	WP_014069398.1
5	5	0.975	WP_032639080.1	WP_025204618.1	WP_025757284.1	WP_025757284.1	WP_014069472.1
5	5	0.975	WP_032639104.1	WP_040017000.1	WP_155030894.1	WP_155030894.1	WP_014069482.1
5	5	0.975	WP_032639240.1	WP_040017047.1	WP_025756022.1	WP_025756022.1	WP_014069568.1
5	5	0.975	WP_032639848.1	WP_020884416.1	WP_025757356.1	WP_025757356.1	WP_014069885.1
5	5	0.975	WP_032639941.1	WP_020884361.1	WP_047958367.1	WP_047958367.1	WP_014069938.1
5	5	0.975	WP_032639973.1	WP_020884345.1	WP_155031064.1	WP_155031064.1	WP_014069956.1
5	5	0.975	WP_032639984.1	WP_020884341.1	WP_155031067.1	WP_155031067.1	WP_014069962.1
5	5	0.975	WP_032640029.1	WP_020884326.1	WP_008500569.1	WP_008500569.1	WP_014069986.1
5	5	0.975	WP_032640084.1	WP_040017325.1	WP_025758570.1	WP_025758570.1	WP_014070015.1
5	5	0.975	WP_032640315.1	WP_032681063.1	WP_059386593.1	WP_059386593.1	WP_088201871.1
5	5	0.975	WP_032640331.1	WP_025204256.1	WP_021241377.1	WP_021241377.1	WP_014069256.1
5	5	0.975	WP_032640406.1	WP_014169925.1	WP_059385323.1	WP_059385323.1	WP_014070169.1
5	5	0.975	WP_032640768.1	WP_020884047.1	WP_095440595.1	WP_095440595.1	WP_014070384.1
5	5	0.975	WP_032641031.1	WP_014170449.1	WP_021240330.1	WP_021240330.1	WP_014070541.1
5	5	0.975	WP_032641072.1	WP_014170500.1	WP_025756524.1	WP_025756524.1	WP_014070574.1
5	5	0.975	WP_032641179.1	WP_020883443.1	WP_025756866.1	WP_025756866.1	WP_014070625.1
5	5	0.975	WP_032641181.1	WP_014170571.1	WP_025756867.1	WP_025756867.1	WP_014070626.1
5	5	0.975	WP_032641188.1	WP_040017760.1	WP_025756870.1	WP_025756870.1	WP_014070629.1
5	5	0.975	WP_032641190.1	WP_020883441.1	WP_155031360.1	WP_155031360.1	WP_014070630.1
5	5	0.975	WP_032641334.1	WP_014170658.1	WP_045285655.1	WP_045285655.1	WP_014070707.1
5	5	0.975	WP_032641431.1	WP_032678467.1	WP_045285403.1	WP_045285403.1	WP_014070852.1
5	5	0.975	WP_032641668.1	WP_040017957.1	WP_155031464.1	WP_155031464.1	WP_014070950.1
5	5	0.975	WP_032641902.1	WP_014170959.1	WP_047959134.1	WP_047959134.1	WP_014071074.1
5	5	0.975	WP_032641973.1	WP_014171009.1	WP_025757176.1	WP_025757176.1	WP_014071117.1
5	5	0.975	WP_032642080.1	WP_014171646.1	WP_155031722.1	WP_155031722.1	WP_014071788.1
5	5	0.975	WP_032642083.1	WP_040018818.1	WP_155031723.1	WP_155031723.1	WP_014071789.1
5	5	0.975	WP_032642136.1	WP_025202985.1	WP_025758547.1	WP_025758547.1	WP_014071815.1
5	5	0.975	WP_032642265.1	WP_020883576.1	WP_025759576.1	WP_025759576.1	WP_014071837.1
5	5	0.975	WP_032642346.1	WP_020883538.1	WP_047959538.1	WP_047959538.1	WP_014071904.1
5	5	0.975	WP_032642466.1	WP_025205128.1	WP_024909448.1	WP_024909448.1	WP_014068998.1
5	5	0.975	WP_032642507.1	WP_040019005.1	WP_047958100.1	WP_047958100.1	WP_014069484.1
5	5	0.975	WP_032642611.1	WP_020882443.1	WP_059387034.1	WP_059387034.1	WP_014070493.1
5	5	0.975	WP_032642640.1	WP_013096065.1	WP_008500432.1	WP_008500432.1	WP_014070709.1
5	5	0.975	WP_032642837.1	WP_014171235.1	WP_025759248.1	WP_025759248.1	WP_014071395.1
5	5	0.975	WP_032642950.1	WP_040018946.1	WP_059386394.1	WP_059386394.1	WP_014071448.1
5	5	0.975	WP_032643145.1	WP_032680380.1	WP_095441249.1	WP_095441249.1	WP_014071575.1
5	5	0.975	WP_032643266.1	WP_014171517.1	WP_025757753.1	WP_025757753.1	WP_014071656.1
5	5	0.975	WP_032643341.1	WP_014171573.1	WP_155031687.1	WP_155031687.1	WP_014071703.1
5	5	0.975	WP_032643400.1	WP_040018832.1	WP_021242116.1	WP_021242116.1	WP_014071758.1
5	5	0.975	WP_032643438.1	WP_020883103.1	WP_095441542.1	WP_095441542.1	WP_014071225.1
5	5	0.975	WP_032643452.1	WP_014171069.1	WP_008501591.1	WP_008501591.1	WP_014071232.1
5	5	0.975	WP_032643536.1	WP_014171117.1	WP_008501633.1	WP_008501633.1	WP_014071284.1
5	5	0.975	WP_032643553.1	WP_014171128.1	WP_155031544.1	WP_155031544.1	WP_014071295.1
5	5	0.975	WP_032643770.1	WP_020882959.1	WP_000609653.1	WP_000609653.1	WP_014068599.1
5	5	0.975	WP_032643860.1	WP_014168384.1	WP_155030612.1	WP_155030612.1	WP_014068678.1
5	5	0.975	WP_032643873.1	WP_020885388.1	WP_155030618.1	WP_155030618.1	WP_014068694.1
5	5	0.975	WP_032643875.1	WP_040018500.1	WP_155030624.1	WP_155030624.1	WP_014068696.1
5	5	0.975	WP_032644020.1	WP_040018592.1	WP_045284818.1	WP_045284818.1	WP_014068844.1
5	5	0.975	WP_032644042.1	WP_040018609.1	WP_025758012.1	WP_025758012.1	WP_014068872.1
5	5	0.975	WP_032644046.1	WP_040018612.1	WP_155030690.1	WP_155030690.1	WP_014068878.1
5	5	0.975	WP_032644047.1	WP_032679618.1	WP_047957743.1	WP_047957743.1	WP_014068879.1
5	5	0.975	WP_032644048.1	WP_014168611.1	WP_047957744.1	WP_047957744.1	WP_014068880.1
5	5	0.975	WP_032644053.1	WP_014168614.1	WP_025758004.1	WP_025758004.1	WP_014068884.1
5	5	0.975	WP_032644063.1	WP_040018623.1	WP_045284795.1	WP_045284795.1	WP_014068898.1
5	5	0.975	WP_032644082.1	WP_014168651.1	WP_045284782.1	WP_045284782.1	WP_014068920.1
5	5	0.975	WP_032644096.1	WP_040018643.1	WP_155030700.1	WP_155030700.1	WP_041161998.1
5	5	0.975	WP_032644127.1	WP_040018658.1	WP_025756811.1	WP_025756811.1	WP_014068963.1
5	5	0.975	WP_032644139.1	WP_014168715.1	WP_155030712.1	WP_155030712.1	WP_014068981.1
5	5	0.975	WP_032644186.1	WP_020883942.1	WP_155031867.1	WP_155031867.1	WP_014072325.1
5	5	0.975	WP_032644206.1	WP_020883948.1	WP_155031872.1	WP_155031872.1	WP_014072342.1
5	5	0.975	WP_032644270.1	WP_032679280.1	WP_155031891.1	WP_155031891.1	WP_014072440.1
5	5	0.975	WP_032644418.1	WP_014168068.1	WP_025758441.1	WP_025758441.1	WP_014068361.1
5	5	0.975	WP_032644464.1	WP_020882652.1	WP_025758385.1	WP_025758385.1	WP_014068408.1
5	5	0.975	WP_032644473.1	WP_040018418.1	WP_155030529.1	WP_155030529.1	WP_014068419.1
5	5	0.975	WP_032644589.1	WP_014171982.1	WP_025759652.1	WP_025759652.1	WP_014072138.1
5	5	0.975	WP_032644632.1	WP_014172087.1	WP_155031850.1	WP_155031850.1	WP_014072218.1
5	5	0.975	WP_032644640.1	WP_020884479.1	WP_025759458.1	WP_025759458.1	WP_014072228.1
5	5	0.975	WP_032644652.1	WP_014168174.1	WP_045286164.1	WP_045286164.1	WP_014068469.1
5	5	0.975	WP_032644695.1	WP_040018220.1	WP_025757821.1	WP_025757821.1	WP_014072148.1
5	5	0.975	WP_032644709.1	WP_014168220.1	WP_047957548.1	WP_047957548.1	WP_014068525.1
5	5	0.975	WP_032644714.1	WP_014168228.1	WP_008503391.1	WP_008503391.1	WP_014068533.1
5	5	0.975	WP_032644815.1	WP_014172158.1	WP_025757583.1	WP_025757583.1	WP_014072298.1
5	5	0.975	WP_045330513.1	WP_020884601.1	WP_021242220.1	WP_021242220.1	WP_014072070.1
5	5	0.975	WP_045890291.1	WP_014169893.1	WP_025757990.1	WP_025757990.1	WP_014070155.1
